"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cell cycle process","GO:0022402","false","0.0007613377843013726","3.1184226161460167","618","856","79","11687","DHD,CYCB,SUMO,RHEB,CI,GWL,SXL,GALLA-2,BUGZ,VTD,EFF,POLO,OTU,NIPPED-B,SRA,RAB1,PUC,STG,ARL8,YETI,NUP62,WISP,C(3)G,HASPIN,ALPHATUB67C,ORB2,TEF,MCM10,FEO,BRK,CYCA,NEK2,CYCE,SPD-2,PABP,BORR,KRIMP,PAV,ASP,CG34025,NERFIN-1,PIM,CYCB3,STI,CG11839,SUB,CKS30A,VAS,CMET,ORC1,PCNA,FZY,MTRM,CG43295,C(2)M,APC7,CDK1,SPN-E,GAMMATUB37C,CAN,MEI-38,CID,TUM,SPC25,POC1,MINK,SIP2,CG8509,ESG,MCM7,BORA,AURB,SUNN,STEXH:CG42398,MMS4,CONA,CLASPIN,CG18190,FIGN"
"GO:BP","cell cycle","GO:0007049","false","0.0009044893319355796","3.0435965510914342","801","856","96","11687","DHD,CYCB,SUMO,RHEB,CI,GWL,SXL,GALLA-2,BUGZ,CG6770,VTD,EFF,POLO,OTU,RL,CDK5,NIPPED-B,CYCY,PTEN,SRA,RAB1,PUC,FS(1)YA,STG,ARL8,YETI,NUP62,WISP,C(3)G,HASPIN,ALPHATUB67C,ORB2,TEF,CKIIALPHA,CG40191,MCM10,FEO,BRK,CYCA,VG,NEK2,CYCE,SPD-2,PABP,CG6191,BORR,KRIMP,PAV,GNU,ASP,CG34025,NERFIN-1,PIM,CYCB3,STI,CG11839,SUB,CKS30A,VAS,MSD1,CMET,ORC1,PCNA,FZY,MTRM,CG43295,C(2)M,APC7,CDK1,SPN-E,BOYB,PNG,GAMMATUB37C,PLU,CAN,MEI-38,SWA,CID,TUM,SPC25,POC1,MINK,SIP2,CG8509,ESG,MCM7,BORA,AURB,SUNN,STEXH:CG42398,MMS4,SLD5,CONA,CLASPIN,CG18190,FIGN"
"GO:BP","single fertilization","GO:0007338","false","0.001085572595560275","2.964341128637905","31","856","12","11687","DHD,POLO,SRA,FS(1)YA,WISP,ALPHATUB67C,SPD-2,GNU,NDL,PNG,PLU,VM26AB"
"GO:BP","reproduction","GO:0000003","false","0.0014857986466189908","2.828040041576347","1524","856","159","11687","RBFOX1,DHD,FNE,YL,CYCB,SH,SUMO,SCYL,MSI,HEPH,OBP56G,IMP,GWL,SXL,DGRN,DCP2,FOXP,PEN,FAD2,MBL,DSX,PXT,NTL,CG44008,CHINMO,YPS,FS(1)N,PIWI,CP36,EFF,POLO,OTU,BRAT,DNC,RL,EMC,HID,CF2,STAI,NIPPED-B,EXU,PTEN,TRS20,SRA,RAB1,PUC,DEC,RALA,CAMKII,GMF,CG31704,FS(1)YA,OVO,STG,CP16,MTL,YETI,NUP62,ZPG,WISP,ELOF,PGC,C(3)G,MT:CYT-B,SPZ,FS(1)K10,OSK,ALPHATUB67C,PARP,MKRN1,ORB2,TEF,VM26AA,CKIIALPHA,GUS,CYCE,CG13309,AMN,SPD-2,CG9925,PABP,KRIMP,CP7FC,ARX,GNU,ASP,PIM,STI,SUB,CKS30A,VAS,NDL,PCNA,OBP56H,GR68A,FZY,CG13299,EN,BCD,MTRM,C(2)M,SOYB,CP7FA,CG17575,RPR,CDK1,ACP63F,CG11700,SPN-E,BOYB,PNG,GAMMATUB37C,PLU,CAN,MEI-38,SPN77BC,SWA,CP7FB,CG31926,CG32201,SPC25,CG18628,FAN,OXP,CYP4D21,CG9806,OR67D,CG31296,CG8420,MID,MUC12EA,CHEB42A,CG13113,MCM7,CG15042,PHF7,MUC4B,CG15721,CG8072,CG33462,ACP62F,AURB,CG32642,STIL,VM26AB,ACP33A,STEXH:CG42398,MMS4,CG10407,SFP24BA,CONA,EBP,CG18233,VML,SPAG4,CG10041,CG31661,RUN,QSOX4"
"GO:BP","mitotic cell cycle process","GO:1903047","false","0.002638853726854043","2.5785846823001237","334","856","49","11687","CYCB,SUMO,RHEB,CI,GWL,BUGZ,POLO,NIPPED-B,RAB1,PUC,STG,YETI,WISP,ALPHATUB67C,FEO,BRK,CYCA,NEK2,CYCE,BORR,PAV,ASP,CG34025,PIM,CYCB3,STI,CG11839,SUB,VAS,CMET,ORC1,PCNA,CG43295,APC7,CDK1,SPN-E,GAMMATUB37C,MEI-38,CID,TUM,SPC25,MINK,SIP2,CG8509,BORA,AURB,MMS4,CLASPIN,FIGN"
"GO:BP","egg activation","GO:0007343","false","0.003596944370917462","2.444066278775984","11","856","7","11687","SRA,WISP,GNU,NDL,PNG,PLU,VM26AB"
"GO:BP","mitotic cell cycle","GO:0000278","false","0.0037716993898638087","2.4234629284813325","477","856","63","11687","CYCB,SUMO,RHEB,CI,GWL,BUGZ,VTD,EFF,POLO,RL,NIPPED-B,RAB1,PUC,FS(1)YA,STG,YETI,WISP,HASPIN,ALPHATUB67C,CKIIALPHA,MCM10,FEO,BRK,CYCA,VG,NEK2,CYCE,BORR,PAV,GNU,ASP,CG34025,PIM,CYCB3,STI,CG11839,SUB,CKS30A,VAS,CMET,ORC1,PCNA,FZY,CG43295,APC7,CDK1,SPN-E,PNG,GAMMATUB37C,PLU,MEI-38,CID,TUM,SPC25,MINK,SIP2,CG8509,BORA,AURB,MMS4,SLD5,CLASPIN,FIGN"
"GO:BP","fertilization","GO:0009566","false","0.004880723850480659","2.3115157638667667","35","856","12","11687","DHD,POLO,SRA,FS(1)YA,WISP,ALPHATUB67C,SPD-2,GNU,NDL,PNG,PLU,VM26AB"
"GO:BP","nuclear chromosome segregation","GO:0098813","true","0.00638590038043861","2.194777860704695","178","856","31","11687","CYCB,BUGZ,POLO,NIPPED-B,ARL8,YETI,WISP,C(3)G,TEF,FEO,CYCA,BORR,PAV,PIM,SUB,CKS30A,VAS,CMET,MTRM,APC7,SPN-E,GAMMATUB37C,MEI-38,CID,TUM,SPC25,MINK,AURB,STEXH:CG42398,CONA,FIGN"
"GO:BP","meiotic cell cycle process","GO:1903046","false","0.008602274804362016","2.0653866877861446","216","856","35","11687","DHD,GWL,SXL,EFF,POLO,NIPPED-B,SRA,RAB1,STG,YETI,NUP62,WISP,C(3)G,ORB2,TEF,PABP,KRIMP,ASP,STI,SUB,CKS30A,VAS,FZY,MTRM,C(2)M,CDK1,SPN-E,GAMMATUB37C,CAN,MEI-38,SPC25,MCM7,STEXH:CG42398,MMS4,CONA"
"GO:BP","egg chorion assembly","GO:0007306","true","0.011810278700173173","1.927739853739646","85","856","19","11687","SUMO,PXT,CP36,RL,EMC,CF2,PUC,DEC,CP16,GUS,CYCE,VAS,NDL,PCNA,SPN-E,CG31926,CG13113,MUC4B,CG31661"
"GO:BP","chromosome organization","GO:0051276","true","0.017147722500341335","1.7657935532431426","347","856","48","11687","CYCB,GWL,BUGZ,VTD,PIWI,EFF,POLO,NIPPED-B,FS(1)YA,ARL8,PHO,YETI,NUP62,PGC,C(3)G,HASPIN,PARP,MCM10,FEO,BRK,CYCA,ULP1,BORR,KRIMP,PAV,ASP,PIM,SUB,VAS,MTSSB,CMET,APC7,HSP70BB,SPN-E,GAMMATUB37C,CID,TUM,SPC25,MINK,HSP70BC,OXP,HSP70AB,MCM7,BIGH1,AURB,SUNN,CONA,FIGN"
"GO:BP","sexual reproduction","GO:0019953","false","0.02937769978999257","1.5319822115280957","1213","856","126","11687","RBFOX1,DHD,YL,CYCB,SCYL,MSI,HEPH,OBP56G,IMP,GWL,SXL,DCP2,PEN,PXT,CG44008,YPS,FS(1)N,PIWI,CP36,EFF,POLO,OTU,BRAT,EMC,STAI,NIPPED-B,EXU,PTEN,TRS20,SRA,RAB1,PUC,DEC,RALA,CAMKII,GMF,CG31704,FS(1)YA,OVO,STG,MTL,YETI,NUP62,ZPG,WISP,PGC,C(3)G,MT:CYT-B,SPZ,FS(1)K10,OSK,ALPHATUB67C,PARP,MKRN1,ORB2,TEF,VM26AA,CKIIALPHA,GUS,CYCE,CG13309,SPD-2,CG9925,PABP,KRIMP,CP7FC,ARX,GNU,ASP,STI,SUB,CKS30A,VAS,NDL,FZY,CG13299,BCD,MTRM,C(2)M,SOYB,CP7FA,CG17575,CDK1,ACP63F,SPN-E,BOYB,PNG,GAMMATUB37C,PLU,CAN,MEI-38,SPN77BC,SWA,CP7FB,CG32201,SPC25,CG18628,FAN,OXP,CYP4D21,CG9806,CG8420,MID,MUC12EA,MCM7,CG15042,PHF7,CG15721,CG33462,ACP62F,AURB,CG32642,STIL,VM26AB,ACP33A,STEXH:CG42398,MMS4,CG10407,SFP24BA,CONA,EBP,CG18233,VML,SPAG4,CG10041,QSOX4"
"GO:BP","cell activation","GO:0001775","false","0.03074705872945069","1.5121964226093616","14","856","7","11687","SRA,WISP,GNU,NDL,PNG,PLU,VM26AB"
"GO:BP","sperm aster formation","GO:0035044","false","0.036657512178514255","1.4358370124726985","4","856","4","11687","POLO,WISP,ALPHATUB67C,SPD-2"
"GO:BP","meiotic cell cycle","GO:0051321","false","0.038458222247374954","1.4150107951365305","250","856","37","11687","DHD,GWL,SXL,EFF,POLO,NIPPED-B,SRA,RAB1,STG,YETI,NUP62,WISP,C(3)G,ORB2,TEF,PABP,KRIMP,ASP,STI,SUB,CKS30A,VAS,FZY,MTRM,C(2)M,CDK1,SPN-E,BOYB,GAMMATUB37C,CAN,MEI-38,SPC25,MCM7,AURB,STEXH:CG42398,MMS4,CONA"
"GO:BP","regulation of cell cycle","GO:0051726","false","0.044908639787042265","1.3476700988434946","310","856","43","11687","CYCB,CI,GWL,BUGZ,CG6770,POLO,OTU,CDK5,CYCY,PTEN,PUC,STG,HASPIN,CKIIALPHA,CG40191,MCM10,CYCA,VG,NEK2,CYCE,CG6191,GNU,CG34025,NERFIN-1,CYCB3,STI,CG11839,SUB,CKS30A,CMET,ORC1,MTRM,CG43295,APC7,CDK1,PNG,PLU,TUM,ESG,BORA,AURB,MMS4,CLASPIN"
"GO:CC","egg chorion","GO:0042600","true","1.3513130280628845e-10","9.869244036164224","40","885","20","12059","CP36,DEC,CP18,CP19,CP16,CP7FC,CG4009,CG15570,CG13084,CG13299,CP7FA,CP7FB,CG31926,CG31928,MUC12EA,CG13113,MUC4B,CG15721,CG32642,CG31661"
"GO:CC","spindle midzone","GO:0051233","true","0.0032381602292204997","2.489701665482384","33","885","11","12059","CYCB,POLO,ARL8,FEO,BORR,PAV,SUB,TUM,SIP2,AURB,CG18190"
"GO:CC","vitelline envelope","GO:0060388","true","0.009381280677932934","2.0277378702143647","7","885","5","12059","FS(1)N,VM34CA,VM26AA,VM26AB,VML"
"GO:CC","extracellular region","GO:0005576","true","0.02306543166662246","1.6370384132136202","1154","885","118","12059","BOMS6,BOMT2,DSO1,ASTC,BOMS4,IMPL2,CG16704,NPLP2,OBP99B,BOMS2,MTKL,OBP56G,MS,CP15,FER2LCH,SNPF,PXT,CG44008,CP36,ARC1,CALS,CG5966,DPR6,SEMA1A,MYO,CG31997,APOLPP,THS,DEC,CP18,GBP1,ACTBETA,BOMS3,CG31704,CCHA2,CP19,CP16,CG17278,CNMA,CG30172,JEB,CMPY,VM34CA,JAFRAC2,TOTA,CG5897,SPZ,CG32066,ITP,PGRP-SB1,VM26AA,OBP18A,BNL,PYR,CG13309,CG42259,AMN,BOMS5,MUR18B,CG30289,MUC11A,NOTUM,CG3513,OBP57C,NG2,NDL,CG14309,CG41520,CG5235,OBP56H,CG14301,LECTIN-24A,PVF2,RYA,CG34454,CG8945,CG17575,ACP63F,CG34426,LECTIN-37DA,DIEDEL3,MTK,CHEA87A,CG42397,SPN77BC,CG32201,CG18095,TEP1,CG18628,CG9806,CG31296,CG2444,CG15358,OBP57B,CG8420,CG5550,CHEB53B,CHEB42A,CG8072,CG33462,MCO3,ACP62F,CG43333,VM26AB,CG3868,ACP33A,CG10407,SFP24BA,EBP,OBP56A,OBP58B,DRSL3,CG11112,CG10041,SGS4,CG11113,BOMS1,QSOX4"
"GO:CC","egg coat","GO:0035805","false","0.023500252876290307","1.6289274644437275","8","885","5","12059","FS(1)N,VM34CA,VM26AA,VM26AB,VML"
"GO:CC","cytoplasmic ribonucleoprotein granule","GO:0036464","true","0.03125649151131083","1.5050597724074166","110","885","20","12059","RBFOX1,FNE,AGO3,SXL,DCP2,YPS,PIWI,4E-T,EXU,CG42360,PGC,OSK,MKRN1,CG9925,PABP,KRIMP,VAS,MOV10,SPN-E,CG15042"
"GO:CC","pole plasm","GO:0045495","true","0.03846806461580673","1.4148996631296078","56","885","13","12059","AGO3,DCP2,PIWI,PGC,OSK,MKRN1,GUS,CG9925,KRIMP,VAS,MOV10,SPN-E,CG15042"
"KEGG","Spliceosome","KEGG:03040","false","0.00001835805442541909","4.736173346940701","141","225","26","3541","SNRNA:U4:38AB,SNRNA:U5:23D,SNRNA:U2:34ABA,SNRNA:U5:38ABA,SNRNA:U4:39B,SNRNA:U2:34ABB,SNRNA:U5:14B,SNRNA:U6:96AA,SNRNA:U5:63BC,SNRNA:U2:38ABA,SNRNA:U1:95CA,SNRNA:U6:96AB,SNRNP-U1-C,SNRNA:U6:96AC,SNRNA:U5:34A,SMD1,SNRNA:U2:38ABB,YTR,SNRNA:U5:38ABB,CG6610,SPF30,SNRNA:U2:14B,HSP70BB,HSP70BC,HSP68,HSP70AB"
"TF","Factor: TATA; motif: STATAAAWRNNNNNN; match class: 1","TF:M00252_1","false","0.0000033598007247557834","5.4736864805582","1634","1061","184","13981","BOMS6,DSO1,CG16704,SCYL,MT:ND4L,CG6503,MT:ND3,MSI,DYRK3,HEPH,RPL39,BOMS2,CONU,GALLA-2,CG12868,MTNA,SCRO,ODA,MURA,CP15,CG5151,CG6770,SNPF,PXT,ATF6,DPR21,4E-T,SCHIP1,PAIP2,HR3,MED26,OVA,KIF3C,CG11294,CG31997,CYCY,HSP26,TRS20,CCT5,CG32647,MOB3,CG14464,CHRB,QKR54B,CG40470,CP18,CYP313A1,HZG,STG,CG5727,SOX102F,NEUR,MTHL13,CNMA,CG14903,FOK,SLE,VM34CA,FUSS,MT:CYT-B,CG32066,STW,HASPIN,CG14292,PIG-Q,CG18343,RPLP2,CG31343,SKL,CG43074,VM26AA,P120CTN,CG6583,GRND,BRK,FASN3,PZL,CYCA,BNL,CG33643,CG43391,CG11893,COX7AL,ARL4,SPD-2,CG34167,CG33521,BOMS5,CG34228,RAP2L,GNU,CG30380,CG34025,PIM,CG13492,CG32373,CG3513,CG14245,CG11555,SPF30,CG13793,OBP57C,VAS,NG2,CG12057,CG4009,RN,CG43093,CG33632,CG33468,CG34253,CG31898,CG10073,OBP56H,CG16978,PRE-LOLA-G,CG13299,CG7695,CG30154,C(2)M,SOYB,CG8620,CG8945,TSEN15,CG13678,CG43390,CG11700,CG9521,CG14763,CG18540,E(SPL)M3-HLH,CG10911,CG18538,HE,BOYB,CG5194,CG13694,CG42299,CG31875,CG42397,SPN77BC,CG17362,CG33469,CG31926,CG32816,CG43449,CG44102,CG13962,CG13700,CG42876,SNAP25,CG8565,RHOGEF4,OXP,CG10477,CYP4D21,CG33290,CG43094,CG13947,CG2444,CG15358,OBP57B,CG42825,CHEB53B,CG42393,HSP70AB,CHEB42A,CG31106,CG12662,MAL-A7,IFT20,ACP62F,CG3679,ACBP3,SFP24BA,EBP,CLASPIN,CG11112,CG16775,CG9040,CG44403,IBIN,CG2209,FIGN"
"TF","Factor: TATA; motif: STATAAAWRNNNNNN","TF:M00252","false","0.000008615418812203703","5.064723605806435","5707","1061","518","13981","BOMS6,CG43351,DSO1,DHD,FNE,BOMS4,POLR2K,CYCB,CP38,CYP4G1,CG16704,NPLP2,SCYL,MT:ND4L,CG31198,CG6503,CG17724,CG12158,CG43324,MT:ND3,OBP99B,RPS5B,MSI,DYRK3,HEPH,SET1,CG15347,TPST,PLEXB,CIB,RPL39,BOMS2,MTKL,CG13315,OBP56G,CONU,CG33774,EIF4EHP,COX7A,GWL,SXL,NOC,GALLA-2,CG12868,HR38,RDL,CG31778,FOXP,MTNA,SCRO,ODA,MURA,NFI,PEN,CP15,CG5151,CG6770,MBL,SNPF,ELB,CG34354,BVES,THOR,CG32017,DSX,CG15784,PXT,NIPPED-A,TAF3,VHA16-1,ATF6,CG7607,CG4558,CG42807,YPS,CG7166,RTNL1,CG31998,DPR21,CG33217,GSTE8,4E-T,UQCR-6.4,SIRUP,SCHIP1,PAIP2,OTU,CG11791,BRAT,PA1,ARC1,CG45049,CG5966,SNRNP-U1-C,HR3,MED26,PVRAP,INTS3,OVA,L(3)80FG,CG18213,UQCR-11,EMC,KIF3C,SEMA1A,MYO,CG8299,CG11294,CF2,RPS21,CG17883,MAF1,CG31997,CYCY,BEAT-VC,PHCL-1,HSP26,TRS20,CCT5,CG32647,MOB3,PKC53E,CG14464,RAB1,CG31808,LIP4,CG14277,VPS11,CHRB,QKR54B,RBP1-LIKE,SOX21B,CG40470,CP18,CG42711,AKIRIN,KR,ACTBETA,CG9992,VHAM9.7-B,CYP313A1,CG8009,GMF,CG31704,HZG,CCHA2,CG41099,CP19,CRC,STG,CP16,CG44004,MTL,CG17278,CG5727,PHO,SOX102F,RPL41,CG33199,MRPS6,RPL38,EPHRIN,L(3)80FJ,MUC14A,PIP4K,RHOGDI,UBC2,ABCD1,NEUR,MTHL13,CNMA,CG14903,BOMT1,CG10465,CG17760,CG13055,SKY,FOK,CG14135,PGC,NXF3,SLE,VM34CA,DPR14,JAFRAC2,CG6357,SQZ,CG16898,CG13982,FUSS,CG33926,CG7772,CG3107,CG42694,MT:CYT-B,MT:COI,CG32066,SPDS,STW,HASPIN,CG14292,CG33489,PIG-Q,CG18343,CG31323,RPLP2,CG14104,CG31343,SGP,CG30466,SKL,ORB2,GEM2,CG14153,CG43074,VM26AA,CG11368,P120CTN,CKIIALPHA,CG40191,CG42246,CG6583,CG8012,GRND,BRK,ALG13,CG8343,FASN3,CG4949,CG43191,PZL,CG8861,TOMBOY40,CYCA,VG,BNL,CG31715,CG43448,CG33643,TIM9A,CG43391,CG11893,CG11279,ULP1,COX7AL,ARL4,CG30010,SESN,NEK2,CG13309,CG42259,CG11674,DPR8,CG6927,EIF5,SPD-2,GSTZ1,CG34167,CG32069,CG33521,PABP,CG9259,BORR,BOMS5,CG34228,KRIMP,CG4686,RAP2L,ARX,GNU,ASP,CG33269,CG30380,CG34025,NERFIN-1,CG9676,CG43090,PIM,OR43B,CG42354,CG3690,CG33644,MUR18B,NSE1,DFD,STI,CG13492,NOTUM,CG32373,MT:COIII,CG17752,CG3513,CG14245,CG11555,SPF30,SUB,CG13793,OBP57C,CKS30A,VAS,NG2,CG32834,BOOT,CG12057,CG4009,CG9702,SMVT,CG5348,RN,CG43064,CG30026,CG43093,CG33632,CG33468,MTSSB,CG34253,CMET,RNRS,CG31898,CG10073,CG31897,CG17162,JON99FI,CG15570,OBP56H,CG16978,LECTIN-24A,CG13324,CG12507,CG33757,PRE-LOLA-G,CG13299,CG30103,CG7695,RYA,CG30154,CG42704,CG15362,L(2)41AB,CG31233,CG14931,CG7916,C(2)M,SOYB,CG8620,CG8945,CG5096,TSEN15,CG12470,RPR,CG3457,ALP2,CG13311,CG13678,CDK1,CG43390,CG11700,CG9521,HSP70BB,CG14763,CG18540,E(SPL)M3-HLH,CG10911,OR98A,CG34426,MTHL14,CG18538,SPN-E,LECTIN-37DA,HE,GLYAT,DIEDEL3,MUC68CA,BOYB,CG5194,MTK,SCP1,CG13694,CG42299,CG31875,CG30016,CG33270,CG42397,CG18536,MAT,SPN77BC,CG17362,CG15047,CG15408,CG33469,CG31926,CG33306,CG18095,TEP1,CG30105,CG34437,SPC25,CG15390,CG32816,CG43449,CG44102,CG13962,CG43110,CG13700,HSP27,CG42876,SHPS,CG17672,SNAP25,CG17199,CG8565,CG7882,CG31681,CG18628,CG6000,CG8774,CG44005,CG17801,CG33998,CG13606,CG17929,HSP70BC,SIP2,CG31267,RHOGEF4,LMANVI,CG14195,OXP,CG9522,CG10477,CG18810,CYP4D21,CG12520,CG8292,CG8509,JON99FII,CG9806,CG34446,CG42833,CG7881,OR67D,CG33258,LIME,CG15864,CG13742,CG33290,CG43094,CG13947,CG31928,CG32192,HSP68,CG2444,CG15358,OBP57B,CG5550,CG34247,CG33460,OATP58DB,CG8100,CG9459,CG42825,OR67C,CHEB53B,MID,CG42393,HSP70AB,CHEB42A,CG34453,CG31279,ESG,CG34231,CG13113,CG31106,CG12662,KEBAB,BORA,MUC4B,CG15721,CG9875,MAL-A7,IFT20,ACP62F,STEXH:CG42398,CG3679,CG31091,ACBP3,PPK10,CG43072,CG43750,CG10407,SFP24BA,CG46042,EBP,OBP56A,CG13177,CG3251,CLASPIN,OBP58B,CG11112,CG16775,NVD,CG43925,BACE,CG41434,CG18231,CG5139,CG9040,CG44403,CG11113,BOMS1,CG6333,CG18190,IBIN,JON25BIII,CG12617,CG2209,FIGN,CG33752"
